OrderID,Location,Item,Total Amount,Weekday Classification,Meal Time,Order Time,Food Preparation time,Driver Assign Time,Food Delivery Time,Standard Preparation time,Standard Driver Assign Time,Standard Delivery Time,Variance % Preparartion Time,Variance % Assign Time,Variance % Delivery Time,Preparation time,Assign Time,Delivery Time,Overall Remarks,Major Issuses,,
OD0366,HSR Layout,Aloo Paratha,110,Weekend,Morning,Non-Peak Time,19,2,19,10,2,20,90.00%,0.00%,-5.00%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD1913,Indiranagar,Idli,195,Weekend,Morning,Peak time,37,2,26,15,2,15,146.67%,0.00%,73.33%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1779,Koramangala,Noodles,250,Weekday,Night,Non-Peak Time,14,2,14,10,2,10,40.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time","Preparation time,Delivery Time",,
OD0025,Indiranagar,Tandoori Chicken,1080,Weekend,Night,Non-Peak Time,51,3,11,28,2,15,82.14%,50.00%,-26.67%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD0367,Whitefield,Samosa,100,Weekday,Noon,Non-Peak Time,56,2,17,10,2,15,460.00%,0.00%,13.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1241,Marathahalli,Fish Curry,190,Weekday,Evening,Non-Peak Time,27,2,17,15,2,10,80.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0439,HSR Layout,Butter Naan,160,Weekend,Night,Peak time,54,2,44,10,2,20,440.00%,0.00%,120.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0720,HSR Layout,Pav Bhaji,300,Weekday,Night,Peak time,45,8,12,20,2,20,125.00%,300.00%,-40.00%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD1592,MG Road,Poha,150,Weekend,Morning,Peak time,72,2,23,15,2,20,380.00%,0.00%,15.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0986,Koramangala,Butter Chicken,945,Weekend,Night,Peak time,63,2,34,15,2,10,320.00%,0.00%,240.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1460,Marathahalli,Masala Dosa,120,Weekend,Noon,Non-Peak Time,23,2,20,12,2,10,91.67%,0.00%,100.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0173,Jayanagar,Masala Dosa,120,Weekend,Evening,Peak time,17,2,50,12,2,12,41.67%,0.00%,316.67%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1915,Malleswaram,Pasta,500,Weekend,Night,Peak time,53,2,17,29,2,10,82.76%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1387,BTM Layout,Paneer Tikka,180,Weekday,Night,Non-Peak Time,36,1,15,21,2,15,71.43%,-50.00%,0.00%,Delayed,Way Before Time,On Time,Preparation time,Preparation time,,
OD0659,Jayanagar,Hakka Noodles,260,Weekend,Night,Non-Peak Time,41,2,10,16,2,12,156.25%,0.00%,-16.67%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0856,BTM Layout,Chicken Tikka,355,Weekday,Night,Peak time,26,10,26,10,2,15,160.00%,400.00%,73.33%,Immediate Attention,Immediate Attention,Delayed,Risk,"Preparation time,Assign Time",,
OD0721,Whitefield,Burger,210,Weekday,Noon,Non-Peak Time,10,2,31,16,2,15,-37.50%,0.00%,106.67%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD1107,Jayanagar,Butter Naan,160,Weekend,Night,Peak time,26,2,52,10,2,12,160.00%,0.00%,333.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1780,Whitefield,Fish Curry,190,Weekday,Noon,Non-Peak Time,22,2,18,15,2,15,46.67%,0.00%,20.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0174,Brigade Road,Puri Bhaji,450,Weekend,Morning,Peak time,54,3,13,15,2,22,260.00%,50.00%,-40.91%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD1647,HSR Layout,Sushi,350,Weekday,Night,Peak time,58,2,15,26,2,20,123.08%,0.00%,-25.00%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1108,Marathahalli,Masala Dosa,120,Weekend,Morning,Peak time,44,2,42,12,2,10,266.67%,0.00%,320.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0857,Marathahalli,Samosa,100,Weekday,Evening,Non-Peak Time,23,2,13,10,2,10,130.00%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0441,Indiranagar,Paneer Paratha,320,Weekday,Morning,Non-Peak Time,34,3,13,18,2,15,88.89%,50.00%,-13.33%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD1461,Indiranagar,Burger,210,Weekend,Noon,Non-Peak Time,36,4,12,16,2,15,125.00%,100.00%,-20.00%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD0255,HSR Layout,Poha,75,Weekday,Morning,Peak time,47,2,33,15,2,20,213.33%,0.00%,65.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0928,Marathahalli,Masala Dosa,120,Weekday,Morning,Non-Peak Time,20,2,19,12,2,10,66.67%,0.00%,90.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1109,MG Road,Idli,130,Weekend,Morning,Peak time,38,2,39,15,2,20,153.33%,0.00%,95.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0661,Indiranagar,Puri Bhaji,300,Weekend,Morning,Non-Peak Time,17,2,20,15,2,15,13.33%,0.00%,33.33%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Delivery Time,,
OD1982,Jayanagar,Samosa,100,Weekend,Night,Peak time,56,2,55,10,2,12,460.00%,0.00%,358.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0175,Koramangala,Chole Bhature,1000,Weekend,Morning,Non-Peak Time,41,2,10,22,2,10,86.36%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD1648,Whitefield,Mutton Biryani,780,Weekday,Night,Peak time,51,2,31,35,2,15,45.71%,0.00%,106.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0098,Malleswaram,Mutton Biryani,780,Weekend,Evening,Peak time,55,2,18,35,2,10,57.14%,0.00%,80.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0722,Koramangala,Burger,210,Weekday,Evening,Non-Peak Time,21,2,12,16,2,10,31.25%,0.00%,20.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Preparation time,,
OD0520,Koramangala,Noodles,250,Weekend,Noon,Non-Peak Time,24,2,14,10,2,10,140.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0723,BTM Layout,Poha,75,Weekday,Morning,Peak time,31,6,17,15,2,15,106.67%,200.00%,13.33%,Delayed,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD1243,Jayanagar,Fried Rice,500,Weekday,Noon,Non-Peak Time,51,4,17,20,2,12,155.00%,100.00%,41.67%,Immediate Attention,Delayed,Delayed,Risk,Preparation time,,
OD0176,Malleswaram,Pav Bhaji,300,Weekend,Night,Non-Peak Time,22,2,15,20,2,10,10.00%,0.00%,50.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1525,Whitefield,Aloo Paratha,110,Weekend,Morning,Peak time,35,2,75,10,2,15,250.00%,0.00%,400.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0592,Koramangala,Fried Rice,500,Weekend,Night,Peak time,30,2,24,20,2,10,50.00%,0.00%,140.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0593,Jayanagar,Idli,130,Weekend,Morning,Peak time,31,2,60,15,2,12,106.67%,0.00%,400.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1845,Marathahalli,Chicken Biryani,700,Weekday,Night,Non-Peak Time,24,2,27,30,2,10,-20.00%,0.00%,170.00%,Way Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1649,BTM Layout,Samosa,100,Weekday,Noon,Non-Peak Time,50,2,15,10,2,15,400.00%,0.00%,0.00%,Immediate Attention,On Time,On Time,Risk,Preparation time,,
OD1725,BTM Layout,Chole Bhature,200,Weekday,Morning,Peak time,75,1,14,22,2,15,240.91%,-50.00%,-6.67%,Immediate Attention,Way Before Time,Before Time,Risk,Preparation time,,
OD1726,MG Road,Butter Naan,160,Weekday,Night,Peak time,41,2,39,10,2,20,310.00%,0.00%,95.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0724,HSR Layout,Masala Dosa,120,Weekday,Evening,Non-Peak Time,21,2,18,12,2,20,75.00%,0.00%,-10.00%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD0099,Indiranagar,Poha,150,Weekend,Morning,Peak time,41,2,11,15,2,15,173.33%,0.00%,-26.67%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0177,Koramangala,Poha,75,Weekend,Morning,Non-Peak Time,21,2,11,15,2,10,40.00%,0.00%,10.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0372,Koramangala,Fried Rice,500,Weekend,Noon,Non-Peak Time,29,2,12,20,2,10,45.00%,0.00%,20.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0991,Whitefield,Sushi,350,Weekend,Night,Non-Peak Time,45,2,11,26,2,15,73.08%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1462,Malleswaram,Veg Biryani,580,Weekend,Night,Peak time,27,2,35,25,2,10,8.00%,0.00%,250.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD1527,BTM Layout,Burger,210,Weekend,Noon,Non-Peak Time,16,2,22,16,2,15,0.00%,0.00%,46.67%,On Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD1846,Malleswaram,Masala Dosa,240,Weekday,Morning,Non-Peak Time,15,2,13,12,2,10,25.00%,0.00%,30.00%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Delivery Time,,
OD1782,Whitefield,Aloo Paratha,330,Weekday,Morning,Peak time,13,2,50,10,2,15,30.00%,0.00%,233.33%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0443,HSR Layout,Idli,65,Weekday,Morning,Peak time,49,17,10,15,2,20,226.67%,750.00%,-50.00%,Immediate Attention,Immediate Attention,Way Before Time,Risk,"Preparation time,Assign Time",,
OD1389,Malleswaram,Puri Bhaji,300,Weekday,Morning,Non-Peak Time,12,2,24,15,2,10,-20.00%,0.00%,140.00%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD0257,BTM Layout,Samosa,20,Weekday,Evening,Non-Peak Time,29,4,14,10,2,15,190.00%,100.00%,-6.67%,Immediate Attention,Delayed,Before Time,Risk,Preparation time,,
OD1847,MG Road,Paneer Paratha,320,Weekday,Morning,Peak time,33,4,42,18,2,20,83.33%,100.00%,110.00%,Delayed,Delayed,Delayed,"Preparation time,Assign Time,Delivery Time",Delivery Time,,
OD0859,Whitefield,Ghee Upma,495,Weekday,Morning,Peak time,29,2,35,18,2,15,61.11%,0.00%,133.33%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD1528,HSR Layout,Idli,130,Weekend,Morning,Peak time,57,2,45,15,2,20,280.00%,0.00%,125.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0793,Jayanagar,Puri Bhaji,300,Weekday,Morning,Peak time,46,2,17,15,2,12,206.67%,0.00%,41.67%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0929,Brigade Road,Chole Bhature,400,Weekday,Morning,Peak time,21,2,76,22,2,22,-4.55%,0.00%,245.45%,Before Time,On Time,Immediate Attention,Risk,Delivery Time,,
OD1191,Koramangala,Samosa,100,Weekday,Night,Peak time,43,2,13,10,2,10,330.00%,0.00%,30.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0726,Jayanagar,Paneer Paratha,320,Weekday,Morning,Non-Peak Time,51,2,14,18,2,12,183.33%,0.00%,16.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0375,Whitefield,Poha,150,Weekday,Morning,Peak time,92,2,14,15,2,15,513.33%,0.00%,-6.67%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD0101,Malleswaram,Masala Dosa,240,Weekend,Morning,Peak time,21,2,25,12,2,10,75.00%,0.00%,150.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1783,Marathahalli,Mutton Biryani,780,Weekday,Evening,Non-Peak Time,58,2,26,35,2,10,65.71%,0.00%,160.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0860,Koramangala,Pav Bhaji,300,Weekday,Night,Non-Peak Time,22,15,16,20,2,10,10.00%,650.00%,60.00%,Slight Delay,Immediate Attention,Delayed,Risk,Assign Time,,
OD1194,Whitefield,Pizza,1350,Weekday,Night,Peak time,59,2,54,26,2,15,126.92%,0.00%,260.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0178,Whitefield,Veg Biryani,580,Weekend,Noon,Non-Peak Time,39,2,10,25,2,15,56.00%,0.00%,-33.33%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0377,Jayanagar,Masala Dosa,120,Weekday,Morning,Non-Peak Time,19,2,17,12,2,12,58.33%,0.00%,41.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1390,Marathahalli,Mutton Biryani,780,Weekday,Night,Peak time,55,2,57,35,2,10,57.14%,0.00%,470.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1849,Koramangala,Poha,225,Weekday,Morning,Non-Peak Time,24,2,15,15,2,10,60.00%,0.00%,50.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0796,Jayanagar,Butter Naan,160,Weekday,Night,Peak time,40,3,45,10,2,12,300.00%,50.00%,275.00%,Immediate Attention,Delayed,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0522,Jayanagar,Butter Naan,160,Weekend,Night,Peak time,33,7,15,10,2,12,230.00%,250.00%,25.00%,Immediate Attention,Immediate Attention,Slight Delay,Risk,"Preparation time,Assign Time",,
OD1985,Whitefield,Sushi,350,Weekend,Morning,Non-Peak Time,13,2,35,26,2,15,-50.00%,0.00%,133.33%,Way Before Time,On Time,Delayed,Delivery Time,Delivery Time,,
OD1245,BTM Layout,Masala Dosa,120,Weekend,Morning,Peak time,23,17,14,12,2,15,91.67%,750.00%,-6.67%,Delayed,Immediate Attention,Before Time,Risk,Assign Time,,
OD0030,Marathahalli,Mutton Biryani,780,Weekend,Night,Non-Peak Time,52,2,27,35,2,10,48.57%,0.00%,170.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD0930,Koramangala,Masala Dosa,120,Weekday,Night,Peak time,30,4,27,12,2,10,150.00%,100.00%,170.00%,Immediate Attention,Delayed,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1464,Jayanagar,Aloo Paratha,110,Weekend,Morning,Non-Peak Time,12,2,16,10,2,12,20.00%,0.00%,33.33%,Slight Delay,On Time,Slight Delay,"Preparation time,Delivery Time",Delivery Time,,
OD0797,Marathahalli,Pav Bhaji,300,Weekday,Noon,Non-Peak Time,26,2,20,20,2,10,30.00%,0.00%,100.00%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD1051,Whitefield,Puri Bhaji,150,Weekend,Morning,Non-Peak Time,58,2,11,15,2,15,286.67%,0.00%,-26.67%,Immediate Attention,On Time,Way Before Time,Risk,Preparation time,,
OD0862,Malleswaram,Samosa,100,Weekday,Night,Peak time,29,2,31,10,2,10,190.00%,0.00%,210.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD0594,Brigade Road,Chicken Tikka,355,Weekend,Noon,Non-Peak Time,19,2,19,10,2,22,90.00%,0.00%,-13.64%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0932,Koramangala,Noodles,250,Weekday,Evening,Non-Peak Time,22,2,14,10,2,10,120.00%,0.00%,40.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0524,Koramangala,Masala Dosa,120,Weekend,Evening,Peak time,38,2,33,12,2,10,216.67%,0.00%,230.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1465,Jayanagar,Butter Chicken,945,Weekend,Evening,Non-Peak Time,45,2,14,15,2,12,200.00%,0.00%,16.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0933,BTM Layout,Chicken Tikka,355,Weekday,Night,Peak time,41,2,29,10,2,15,310.00%,0.00%,93.33%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1917,Koramangala,Butter Naan,160,Weekend,Night,Non-Peak Time,23,2,11,10,2,10,130.00%,0.00%,10.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0031,Malleswaram,Poha,150,Weekend,Morning,Peak time,34,2,25,15,2,10,126.67%,0.00%,150.00%,Delayed,On Time,Immediate Attention,Risk,Delivery Time,,
OD1466,HSR Layout,Chicken Biryani,700,Weekend,Night,Peak time,54,2,20,30,2,20,80.00%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD1467,Malleswaram,Samosa,100,Weekend,Noon,Non-Peak Time,14,3,11,10,2,10,40.00%,50.00%,10.00%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Assign Time,,
OD1731,HSR Layout,Chicken Biryani,1050,Weekday,Evening,Non-Peak Time,57,3,14,30,2,20,90.00%,50.00%,-30.00%,Delayed,Delayed,Way Before Time,"Preparation time,Assign Time",Preparation time,,
OD0180,Koramangala,Butter Naan,160,Weekend,Night,Peak time,64,15,14,10,2,10,540.00%,650.00%,40.00%,Immediate Attention,Immediate Attention,Delayed,Risk,"Preparation time,Assign Time",,
OD1785,Malleswaram,Idli,65,Weekday,Morning,Non-Peak Time,43,1,12,15,2,10,186.67%,-50.00%,20.00%,Immediate Attention,Way Before Time,Slight Delay,Risk,Preparation time,,
OD0313,Malleswaram,Idli,130,Weekday,Morning,Peak time,40,18,29,15,2,10,166.67%,800.00%,190.00%,Immediate Attention,Immediate Attention,Immediate Attention,Risk,"Preparation time,Assign Time,Delivery Time",,
OD1986,Whitefield,Puri Bhaji,600,Weekend,Morning,Non-Peak Time,40,2,20,15,2,15,166.67%,0.00%,33.33%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1393,Indiranagar,Noodles,250,Weekday,Evening,Non-Peak Time,24,2,14,10,2,15,140.00%,0.00%,-6.67%,Delayed,On Time,Before Time,Preparation time,Preparation time,,
OD1054,Koramangala,Samosa,100,Weekend,Evening,Non-Peak Time,19,1,15,10,2,10,90.00%,-50.00%,50.00%,Delayed,Way Before Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1195,Indiranagar,Veg Biryani,580,Weekday,Evening,Non-Peak Time,42,7,13,25,2,15,68.00%,250.00%,-13.33%,Delayed,Immediate Attention,Way Before Time,Risk,Assign Time,,
OD1987,Whitefield,Pasta,500,Weekend,Evening,Non-Peak Time,43,3,20,29,2,15,48.28%,50.00%,33.33%,Delayed,Delayed,Slight Delay,"Preparation time,Assign Time",Assign Time,,
OD0104,Jayanagar,Chicken Tikka,355,Weekend,Evening,Non-Peak Time,29,2,14,10,2,12,190.00%,0.00%,16.67%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD0181,HSR Layout,Poha,150,Weekend,Morning,Peak time,42,12,31,15,2,20,180.00%,500.00%,55.00%,Immediate Attention,Immediate Attention,Delayed,Risk,"Preparation time,Assign Time",,
OD1651,BTM Layout,Tandoori Chicken,1080,Weekday,Noon,Non-Peak Time,51,3,14,28,2,15,82.14%,50.00%,-6.67%,Delayed,Delayed,Before Time,"Preparation time,Assign Time",Preparation time,,
OD0182,Koramangala,Ghee Upma,297,Weekend,Morning,Peak time,43,2,15,18,2,10,138.89%,0.00%,50.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0728,Whitefield,Aloo Paratha,220,Weekday,Morning,Non-Peak Time,38,2,14,10,2,15,280.00%,0.00%,-6.67%,Immediate Attention,On Time,Before Time,Risk,Preparation time,,
OD0448,BTM Layout,Hakka Noodles,260,Weekday,Night,Peak time,22,2,40,16,2,15,37.50%,0.00%,166.67%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0105,BTM Layout,Masala Dosa,120,Weekend,Noon,Non-Peak Time,24,2,11,12,2,15,100.00%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD0314,Whitefield,Chicken Biryani,700,Weekday,Night,Peak time,32,2,48,30,2,15,6.67%,0.00%,220.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD1197,Malleswaram,Chicken Tikka,355,Weekday,Night,Non-Peak Time,15,1,24,10,2,10,50.00%,-50.00%,140.00%,Delayed,Way Before Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
OD0729,Whitefield,Butter Naan,160,Weekday,Night,Peak time,40,14,34,10,2,15,300.00%,600.00%,126.67%,Immediate Attention,Immediate Attention,Delayed,Risk,"Preparation time,Assign Time",,
OD0033,Malleswaram,Puri Bhaji,300,Weekend,Morning,Non-Peak Time,41,2,14,15,2,10,173.33%,0.00%,40.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1055,Jayanagar,Samosa,100,Weekend,Night,Non-Peak Time,48,2,18,10,2,12,380.00%,0.00%,50.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1114,Marathahalli,Masala Dosa,240,Weekend,Morning,Peak time,13,2,51,12,2,10,8.33%,0.00%,410.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0595,Malleswaram,Chicken Curry,650,Weekend,Noon,Non-Peak Time,45,2,10,20,2,10,125.00%,0.00%,0.00%,Delayed,On Time,On Time,Preparation time,Preparation time,,
OD0863,Jayanagar,Chicken Tikka,355,Weekday,Night,Peak time,36,2,34,10,2,12,260.00%,0.00%,183.33%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1530,Marathahalli,Poha,75,Weekend,Morning,Peak time,19,2,27,15,2,10,26.67%,0.00%,170.00%,Slight Delay,On Time,Immediate Attention,Risk,Delivery Time,,
OD0450,Whitefield,Sushi,350,Weekday,Night,Peak time,58,2,31,26,2,15,123.08%,0.00%,106.67%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD0864,Marathahalli,Chicken Curry,650,Weekday,Evening,Peak time,45,2,17,20,2,10,125.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1116,BTM Layout,Pizza,1350,Weekend,Night,Non-Peak Time,45,2,11,26,2,15,73.08%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD1851,Indiranagar,Burger,210,Weekend,Evening,Peak time,41,1,29,16,2,15,156.25%,-50.00%,93.33%,Immediate Attention,Way Before Time,Delayed,Risk,Preparation time,,
OD0526,Koramangala,Samosa,100,Weekend,Evening,Peak time,15,6,35,10,2,10,50.00%,200.00%,250.00%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD0034,Indiranagar,Aloo Paratha,220,Weekend,Morning,Non-Peak Time,25,3,14,10,2,15,150.00%,50.00%,-6.67%,Immediate Attention,Delayed,Before Time,Risk,Preparation time,,
OD1852,Marathahalli,Pav Bhaji,300,Weekday,Night,Non-Peak Time,48,2,13,20,2,10,140.00%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD0731,MG Road,Butter Chicken,945,Weekday,Night,Peak time,37,2,26,15,2,20,146.67%,0.00%,30.00%,Delayed,On Time,Slight Delay,Preparation time,Preparation time,,
OD1595,MG Road,Samosa,100,Weekend,Night,Non-Peak Time,37,3,11,10,2,20,270.00%,50.00%,-45.00%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD1396,Brigade Road,Mutton Biryani,780,Weekday,Evening,Peak time,41,2,37,35,2,22,17.14%,0.00%,68.18%,Slight Delay,On Time,Delayed,Delivery Time,Delivery Time,,
OD0315,Marathahalli,Veg Biryani,580,Weekday,Evening,Non-Peak Time,59,2,17,25,2,10,136.00%,0.00%,70.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Preparation time,,
OD1786,Malleswaram,Noodles,250,Weekday,Night,Peak time,35,2,28,10,2,10,250.00%,0.00%,180.00%,Immediate Attention,On Time,Immediate Attention,Risk,"Preparation time,Delivery Time",,
OD1531,Whitefield,Burger,210,Weekend,Night,Non-Peak Time,14,1,34,16,2,15,-12.50%,-50.00%,126.67%,Way Before Time,Way Before Time,Delayed,Delivery Time,Delivery Time,,
OD0596,Marathahalli,Chicken Curry,650,Weekend,Noon,Non-Peak Time,31,4,23,20,2,10,55.00%,100.00%,130.00%,Delayed,Delayed,Delayed,"Preparation time,Assign Time,Delivery Time",Delivery Time,,
OD1652,Marathahalli,Samosa,100,Weekday,Night,Non-Peak Time,46,2,11,10,2,10,360.00%,0.00%,10.00%,Immediate Attention,On Time,Slight Delay,Risk,Preparation time,,
OD1316,Indiranagar,Burger,210,Weekday,Evening,Peak time,32,16,44,16,2,15,100.00%,700.00%,193.33%,Delayed,Immediate Attention,Immediate Attention,Risk,"Assign Time,Delivery Time",,
OD1469,MG Road,Noodles,250,Weekend,Night,Non-Peak Time,22,1,15,10,2,20,120.00%,-50.00%,-25.00%,Delayed,Way Before Time,Way Before Time,Preparation time,Preparation time,,
OD0106,Whitefield,Samosa,100,Weekend,Noon,Non-Peak Time,23,2,11,10,2,15,130.00%,0.00%,-26.67%,Delayed,On Time,Way Before Time,Preparation time,Preparation time,,
OD2036,Koramangala,Burger,630,Weekend,Evening,Non-Peak Time,25,5,11,16,2,10,56.25%,150.00%,10.00%,Delayed,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD1198,Koramangala,Poha,150,Weekday,Morning,Peak time,49,2,14,15,2,10,226.67%,0.00%,40.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD1596,Koramangala,Paneer Tikka,180,Weekend,Evening,Non-Peak Time,62,3,19,21,2,10,195.24%,50.00%,90.00%,Immediate Attention,Delayed,Delayed,Risk,Preparation time,,
OD1732,BTM Layout,Butter Naan,160,Weekend,Noon,Non-Peak Time,39,3,12,10,2,15,290.00%,50.00%,-20.00%,Immediate Attention,Delayed,Way Before Time,Risk,Preparation time,,
OD1787,Koramangala,Aloo Paratha,330,Weekday,Morning,Non-Peak Time,18,7,13,10,2,10,80.00%,250.00%,30.00%,Delayed,Immediate Attention,Slight Delay,Risk,Assign Time,,
OD1988,HSR Layout,Masala Dosa,120,Weekend,Night,Peak time,52,2,39,12,2,20,333.33%,0.00%,95.00%,Immediate Attention,On Time,Delayed,Risk,Preparation time,,
OD0597,Malleswaram,Noodles,500,Weekend,Evening,Non-Peak Time,14,2,19,10,2,10,40.00%,0.00%,90.00%,Delayed,On Time,Delayed,"Preparation time,Delivery Time",Delivery Time,,
