OrderID,Order Date,Location,Order Status,Payment Method,Preparation Start time,Preparation End time,Delivery Start Time,Delivery End Time
OD0608,11/9/2024,HSR Layout,Delivered,Online Payment,2:55:44 PM,3:16:44 PM,3:18:44 PM,3:35:44 PM
OD1797,11/27/2024,Jayanagar,Delivered,Online Payment,8:24:07 AM,8:48:07 AM,8:51:07 AM,9:02:07 AM
OD0883,11/13/2024,Indiranagar,Delivered,Online Payment,5:05:44 PM,5:17:44 PM,5:19:44 PM,5:30:44 PM
OD0670,11/10/2024,Indiranagar,Delivered,COD,10:48:23 AM,11:04:23 AM,11:06:23 AM,11:18:23 AM
OD0943,11/14/2024,BTM Layout,Delivered,UPI,4:56:18 PM,5:13:18 PM,5:15:18 PM,5:27:18 PM
OD1929,11/29/2024,Jayanagar,Delivered,Online Payment,9:53:02 PM,10:45:02 PM,11:03:02 PM,11:14:02 PM
OD1539,11/23/2024,Malleswaram,Delivered,COD,4:38:53 PM,5:32:53 PM,5:34:53 PM,5:46:53 PM
OD1798,11/27/2024,Brigade Road,Delivered,Online Payment,7:52:18 PM,8:35:18 PM,8:37:18 PM,8:50:18 PM
OD1216,11/16/2024,BTM Layout,Cancelled,Not Required,NA,NA,NA,NA
OD0538,11/8/2024,BTM Layout,Delivered,Credit Card,9:42:33 PM,10:21:33 PM,10:23:33 PM,10:48:33 PM
OD2043,11/1/2024,Koramangala,Delivered,Credit Card,8:47:40 AM,9:29:40 AM,9:31:40 AM,9:42:40 AM
OD1866,11/28/2024,Jayanagar,Delivered,COD,7:04:49 PM,7:56:49 PM,7:59:49 PM,8:10:49 PM
OD1203,11/18/2024,Marathahalli,Delivered,Online Payment,4:14:10 PM,4:41:10 PM,4:43:10 PM,5:00:10 PM
OD1664,11/25/2024,Whitefield,Delivered,Credit Card,6:37:24 PM,7:14:24 PM,7:26:24 PM,7:39:24 PM
OD0391,11/6/2024,BTM Layout,Delivered,COD,5:46:19 PM,5:57:19 PM,5:58:19 PM,6:12:19 PM
OD0671,11/10/2024,Jayanagar,Delivered,Credit Card,1:52:59 PM,2:40:59 PM,2:42:59 PM,3:01:59 PM
OD0470,11/7/2024,Whitefield,Delivered,Credit Card,9:53:24 PM,10:33:24 PM,10:44:24 PM,11:38:24 PM
OD0392,11/6/2024,MG Road,Delivered,COD,11:01:43 PM,11:43:43 PM,11:50:43 PM,12:02:43 AM
OD0200,11/3/2024,Koramangala,Delivered,COD,8:00:29 PM,8:47:29 PM,9:05:29 PM,9:17:29 PM
OD1999,11/30/2024,Whitefield,Delivered,COD,10:34:56 AM,11:31:56 AM,11:34:56 AM,11:48:56 AM
OD0609,11/9/2024,Jayanagar,Delivered,Online Payment,11:00:03 PM,11:15:03 PM,11:17:03 PM,11:29:03 PM
OD0672,11/10/2024,HSR Layout,Delivered,Online Payment,4:16:40 PM,4:27:40 PM,4:29:40 PM,4:51:40 PM
OD0325,11/3/2024,Whitefield,Delivered,UPI,4:39:18 PM,4:52:18 PM,4:54:18 PM,5:08:18 PM
OD1747,11/26/2024,Jayanagar,Delivered,Credit Card,2:07:20 PM,2:18:20 PM,2:20:20 PM,2:32:20 PM
OD1066,11/16/2024,Brigade Road,Delivered,Credit Card,10:25:18 PM,11:10:18 PM,11:15:18 PM,11:28:18 PM
OD0884,11/13/2024,Marathahalli,Delivered,UPI,12:40:19 PM,1:03:19 PM,1:05:19 PM,1:28:19 PM
OD2044,11/1/2024,Jayanagar,Delivered,COD,4:10:19 PM,4:25:19 PM,4:28:19 PM,4:40:19 PM
OD1540,11/23/2024,MG Road,Delivered,COD,10:11:10 AM,10:24:10 AM,10:26:10 AM,10:50:10 AM
OD0610,11/9/2024,Marathahalli,Delivered,COD,7:43:28 PM,8:08:28 PM,8:10:28 PM,9:03:28 PM
OD0673,11/10/2024,Malleswaram,Delivered,Online Payment,10:26:57 PM,11:16:57 PM,11:18:57 PM,11:32:57 PM
OD0611,11/9/2024,Indiranagar,Delivered,Online Payment,12:08:59 PM,12:23:59 PM,12:25:59 PM,12:37:59 PM
OD1930,11/29/2024,Koramangala,Delivered,Online Payment,11:11:30 AM,11:30:30 AM,11:32:30 AM,11:46:30 AM
OD0270,11/4/2024,Indiranagar,Delivered,COD,6:05:25 PM,6:27:25 PM,6:32:25 PM,6:47:25 PM
OD2045,11/1/2024,Jayanagar,Delivered,COD,12:44:47 PM,12:57:47 PM,12:58:47 PM,1:32:47 PM
OD0042,11/1/2024,BTM Layout,Delivered,Online Payment,11:26:54 AM,11:47:54 AM,11:49:54 AM,12:02:54 PM
OD1327,11/20/2024,Jayanagar,Delivered,UPI,7:15:32 PM,8:14:32 PM,8:16:32 PM,8:29:32 PM
OD0124,11/2/2024,Marathahalli,Delivered,UPI,8:48:12 AM,9:11:12 AM,9:13:12 AM,9:53:12 AM
OD0201,11/3/2024,MG Road,Delivered,Online Payment,11:59:55 AM,12:14:55 PM,12:16:55 PM,12:36:55 PM
OD1485,11/22/2024,MG Road,Delivered,COD,5:47:47 PM,6:07:47 PM,6:09:47 PM,6:28:47 PM
OD1257,11/19/2024,Malleswaram,Delivered,Credit Card,2:38:28 PM,2:55:28 PM,2:57:28 PM,3:08:28 PM
OD1132,11/17/2024,Koramangala,Delivered,Credit Card,1:33:50 PM,1:52:50 PM,1:55:50 PM,2:07:50 PM
OD1799,11/27/2024,Koramangala,Delivered,Online Payment,8:33:50 PM,8:52:50 PM,8:55:50 PM,9:10:50 PM
OD0202,11/3/2024,Whitefield,Delivered,Online Payment,12:40:17 PM,1:08:17 PM,1:10:17 PM,1:26:17 PM
OD1486,11/22/2024,Whitefield,Delivered,Credit Card,12:04:00 PM,12:15:00 PM,12:17:00 PM,12:50:00 PM
OD1541,11/23/2024,Koramangala,Delivered,Online Payment,7:02:00 PM,7:16:00 PM,7:18:00 PM,7:38:00 PM
OD0326,11/5/2024,HSR Layout,Delivered,UPI,8:46:59 AM,9:04:59 AM,9:06:59 AM,9:22:59 AM
OD0043,11/1/2024,Marathahalli,Delivered,COD,11:31:52 AM,12:29:52 PM,12:32:52 PM,1:02:52 PM
OD2046,11/1/2024,Malleswaram,Delivered,Online Payment,9:21:29 AM,9:45:29 AM,10:01:29 AM,10:11:29 AM
OD1800,11/27/2024,Koramangala,Delivered,Online Payment,4:49:19 PM,5:29:19 PM,5:31:19 PM,5:43:19 PM
OD1328,11/20/2024,Malleswaram,Delivered,COD,8:01:25 PM,8:23:25 PM,8:25:25 PM,8:38:25 PM
OD1001,11/15/2024,MG Road,Delivered,Credit Card,2:14:26 PM,2:40:26 PM,2:42:26 PM,2:55:26 PM
OD1002,11/15/2024,HSR Layout,Delivered,Credit Card,1:56:09 PM,2:09:09 PM,2:11:09 PM,2:21:09 PM
OD0327,11/5/2024,BTM Layout,Delivered,Online Payment,1:59:18 PM,2:16:18 PM,2:18:18 PM,2:29:18 PM
OD1067,11/16/2024,Malleswaram,Delivered,Credit Card,10:26:00 PM,10:37:00 PM,10:39:00 PM,11:03:00 PM
OD1329,11/20/2024,HSR Layout,Delivered,COD,12:14:55 PM,12:35:55 PM,12:37:55 PM,12:49:55 PM
OD1068,11/16/2024,Marathahalli,Delivered,COD,5:43:12 PM,6:26:12 PM,6:28:12 PM,6:58:12 PM
OD1414,11/21/2024,BTM Layout,Delivered,Online Payment,7:10:12 AM,7:24:12 AM,7:26:12 AM,7:46:12 AM
OD1606,11/24/2024,Brigade Road,Delivered,UPI,11:28:13 AM,11:45:13 AM,11:47:13 AM,11:58:13 AM
OD0674,11/10/2024,Malleswaram,Delivered,Credit Card,5:24:22 PM,6:06:22 PM,6:08:22 PM,6:20:22 PM
OD0944,11/14/2024,Jayanagar,Delivered,Credit Card,11:54:00 AM,12:39:00 PM,12:41:00 PM,12:57:00 PM
OD0612,11/9/2024,Jayanagar,Delivered,Online Payment,2:03:53 PM,2:41:53 PM,2:43:53 PM,2:57:53 PM
OD1607,11/24/2024,Indiranagar,Delivered,UPI,12:54:57 PM,1:32:57 PM,1:34:57 PM,1:49:57 PM
OD0675,11/10/2024,BTM Layout,Delivered,Online Payment,6:24:32 PM,6:34:32 PM,6:52:32 PM,7:04:32 PM
OD1665,11/25/2024,Whitefield,Delivered,Credit Card,9:36:42 PM,10:00:42 PM,10:02:42 PM,10:58:42 PM
OD1330,11/20/2024,HSR Layout,Delivered,Online Payment,1:00:12 PM,1:21:12 PM,1:23:12 PM,1:34:12 PM
OD0271,11/4/2024,Koramangala,Delivered,Online Payment,4:36:22 PM,5:03:22 PM,5:06:22 PM,5:17:22 PM
OD0743,11/11/2024,MG Road,Delivered,Credit Card,2:32:18 PM,2:44:18 PM,2:46:18 PM,2:57:18 PM
OD1867,11/28/2024,Koramangala,Delivered,Credit Card,1:00:25 PM,1:16:25 PM,1:18:25 PM,1:30:25 PM
OD1868,11/28/2024,HSR Layout,Delivered,Credit Card,1:00:36 PM,1:32:36 PM,1:33:36 PM,1:45:36 PM
OD1217,11/18/2024,MG Road,Cancelled,Not Required,NA,NA,NA,NA
OD0613,11/9/2024,HSR Layout,Delivered,COD,7:36:30 PM,7:53:30 PM,7:55:30 PM,8:10:30 PM
OD1133,11/17/2024,Indiranagar,Delivered,Credit Card,9:59:22 AM,10:09:22 AM,10:11:22 AM,10:30:22 AM
OD1542,11/23/2024,Malleswaram,Delivered,UPI,5:51:16 PM,6:07:16 PM,6:10:16 PM,6:22:16 PM
OD0539,11/8/2024,HSR Layout,Delivered,Credit Card,12:37:32 PM,1:08:32 PM,1:10:32 PM,1:23:32 PM
OD1869,11/28/2024,HSR Layout,Delivered,COD,10:25:28 PM,10:36:28 PM,10:40:28 PM,10:58:28 PM
OD1870,11/28/2024,Koramangala,Delivered,Credit Card,6:08:48 PM,6:20:48 PM,6:22:48 PM,6:52:48 PM
OD0393,11/6/2024,Marathahalli,Delivered,COD,8:30:34 AM,8:45:34 AM,8:47:34 AM,9:46:34 AM
OD0540,11/8/2024,MG Road,Delivered,COD,7:22:37 PM,7:33:37 PM,7:34:37 PM,7:59:37 PM
OD1331,11/20/2024,Whitefield,Delivered,UPI,5:49:36 PM,6:20:36 PM,6:22:36 PM,6:35:36 PM
OD1258,11/19/2024,Malleswaram,Delivered,Online Payment,3:35:15 PM,3:53:15 PM,3:55:15 PM,4:05:15 PM
OD0203,11/3/2024,BTM Layout,Delivered,Online Payment,1:07:01 PM,1:22:01 PM,1:24:01 PM,1:37:01 PM
OD1134,11/17/2024,Whitefield,Delivered,Online Payment,4:21:35 PM,5:12:35 PM,5:14:35 PM,5:25:35 PM
OD2000,11/30/2024,Indiranagar,Delivered,COD,6:49:12 PM,7:34:12 PM,7:36:12 PM,7:46:12 PM
OD0676,11/10/2024,HSR Layout,Delivered,Online Payment,7:53:37 PM,8:36:37 PM,8:47:37 PM,9:24:37 PM
OD1259,11/19/2024,Indiranagar,Delivered,UPI,1:07:59 PM,1:26:59 PM,1:28:59 PM,1:47:59 PM
OD0204,11/3/2024,Marathahalli,Delivered,COD,10:55:34 AM,11:38:34 AM,11:39:34 AM,11:52:34 AM
OD0471,11/7/2024,MG Road,Delivered,UPI,9:05:06 PM,9:20:06 PM,9:25:06 PM,9:45:06 PM
OD0677,11/10/2024,MG Road,Delivered,Online Payment,9:12:15 PM,9:28:15 PM,9:29:15 PM,9:45:15 PM
OD1871,11/28/2024,BTM Layout,Delivered,Online Payment,8:00:40 AM,8:46:40 AM,8:50:40 AM,9:00:40 AM
OD1069,11/16/2024,Koramangala,Delivered,COD,11:16:59 PM,12:04:59 AM,12:06:59 AM,12:16:59 AM
OD1332,11/20/2024,MG Road,Delivered,Online Payment,11:21:24 AM,11:39:24 AM,11:41:24 AM,12:01:24 PM
OD0614,11/9/2024,Jayanagar,Delivered,Online Payment,8:21:08 PM,9:15:08 PM,9:33:08 PM,9:53:08 PM
OD1931,11/29/2024,Jayanagar,Delivered,UPI,9:43:19 PM,10:12:19 PM,10:27:19 PM,11:04:19 PM
OD1070,11/16/2024,Koramangala,Delivered,Online Payment,12:53:38 PM,1:08:38 PM,1:10:38 PM,1:33:38 PM
OD1260,11/19/2024,MG Road,Delivered,Online Payment,12:11:04 PM,12:33:04 PM,12:35:04 PM,12:48:04 PM
OD1666,11/25/2024,Malleswaram,Delivered,Credit Card,6:56:17 PM,7:54:17 PM,7:56:17 PM,8:10:17 PM
OD1932,11/29/2024,Indiranagar,Delivered,UPI,11:31:49 AM,12:27:49 PM,12:29:49 PM,12:42:49 PM
OD0044,11/1/2024,Indiranagar,Delivered,Online Payment,3:51:06 PM,4:03:06 PM,4:05:06 PM,4:20:06 PM
OD1667,11/25/2024,MG Road,Delivered,Online Payment,2:01:41 PM,2:30:41 PM,2:32:41 PM,2:47:41 PM
OD1003,11/15/2024,MG Road,Delivered,Online Payment,10:17:06 AM,10:36:06 AM,10:38:06 AM,10:52:06 AM
OD1204,11/18/2024,Koramangala,Delivered,Online Payment,2:49:00 PM,2:59:00 PM,3:04:00 PM,3:26:00 PM
OD1261,11/19/2024,Malleswaram,Delivered,COD,8:44:41 AM,9:25:41 AM,9:27:41 AM,9:50:41 AM
OD0125,11/2/2024,Malleswaram,Delivered,Credit Card,11:04:35 PM,11:18:35 PM,11:20:35 PM,11:35:35 PM
OD0744,11/11/2024,MG Road,Delivered,UPI,5:45:46 PM,5:58:46 PM,6:00:46 PM,6:15:46 PM
OD0045,11/1/2024,BTM Layout,Delivered,COD,1:40:05 PM,1:59:05 PM,2:01:05 PM,2:15:05 PM
OD1933,11/29/2024,BTM Layout,Delivered,Online Payment,1:00:07 PM,1:17:07 PM,1:19:07 PM,1:37:07 PM
OD0678,11/10/2024,Jayanagar,Delivered,Credit Card,8:45:57 PM,9:30:57 PM,9:31:57 PM,10:45:57 PM
OD0541,11/8/2024,BTM Layout,Delivered,UPI,9:12:17 PM,9:35:17 PM,9:37:17 PM,10:14:17 PM
OD1071,11/16/2024,BTM Layout,Delivered,Online Payment,12:41:00 PM,12:51:00 PM,12:54:00 PM,1:13:00 PM
OD0205,11/3/2024,Koramangala,Delivered,UPI,8:38:37 PM,8:50:37 PM,8:52:37 PM,9:15:37 PM
OD0394,11/10/2024,Malleswaram,Delivered,Online Payment,9:40:50 AM,10:00:50 AM,10:06:50 AM,10:19:50 AM
OD0272,11/4/2024,MG Road,Delivered,COD,9:00:20 AM,9:36:20 AM,9:46:20 AM,10:04:20 AM
OD1668,11/25/2024,MG Road,Delivered,COD,11:24:39 AM,11:36:39 AM,11:38:39 AM,11:49:39 AM
OD0679,11/10/2024,Koramangala,Delivered,Online Payment,7:45:29 AM,8:09:29 AM,8:20:29 AM,8:30:29 AM
OD1415,11/21/2024,Brigade Road,Delivered,COD,1:28:29 PM,1:58:29 PM,2:00:29 PM,2:12:29 PM
OD0680,11/10/2024,Whitefield,Delivered,Online Payment,1:51:29 PM,2:06:29 PM,2:08:29 PM,2:41:29 PM
OD1543,11/23/2024,Brigade Road,Delivered,COD,11:24:46 PM,11:35:46 PM,11:37:46 PM,11:49:46 PM
OD0810,11/10/2024,Marathahalli,Delivered,Credit Card,10:00:52 PM,10:54:52 PM,10:55:52 PM,11:22:52 PM
OD1669,11/25/2024,Malleswaram,Delivered,UPI,10:58:10 AM,11:09:10 AM,11:11:10 AM,11:34:10 AM
OD1487,11/22/2024,Jayanagar,Delivered,COD,1:32:46 PM,2:29:46 PM,2:32:46 PM,2:43:46 PM
OD0811,11/12/2024,BTM Layout,Delivered,Credit Card,10:41:43 AM,10:51:43 AM,10:57:43 AM,11:10:43 AM
OD1333,11/20/2024,Whitefield,Delivered,COD,9:31:25 AM,10:11:25 AM,10:17:25 AM,10:29:25 AM
OD1934,11/29/2024,BTM Layout,Delivered,Online Payment,6:29:24 PM,7:01:24 PM,7:07:24 PM,7:19:24 PM
OD0046,11/1/2024,Whitefield,Delivered,COD,5:37:34 PM,5:54:34 PM,5:57:34 PM,6:16:34 PM
OD1488,11/22/2024,MG Road,Delivered,Credit Card,11:07:01 PM,11:22:01 PM,11:24:01 PM,11:38:01 PM
OD1334,11/20/2024,Indiranagar,Delivered,UPI,3:21:27 PM,3:33:27 PM,3:38:27 PM,3:51:27 PM
OD0615,11/9/2024,Brigade Road,Delivered,COD,12:36:07 PM,1:17:07 PM,1:20:07 PM,1:34:07 PM
OD1135,11/17/2024,BTM Layout,Delivered,Credit Card,11:22:35 PM,11:32:35 PM,11:34:35 PM,11:54:35 PM
OD0472,11/7/2024,BTM Layout,Delivered,Online Payment,10:45:34 PM,10:58:34 PM,11:00:34 PM,11:15:34 PM
OD1872,11/28/2024,Indiranagar,Delivered,UPI,9:00:32 PM,9:26:32 PM,9:28:32 PM,9:39:32 PM
OD1270,11/19/2024,Malleswaram,Cancelled,Not Required,NA,NA,NA,NA
OD1205,11/18/2024,Malleswaram,Delivered,Online Payment,9:45:48 AM,10:31:48 AM,10:33:48 AM,10:49:48 AM
OD1608,11/24/2024,HSR Layout,Delivered,COD,3:39:52 PM,4:07:52 PM,4:09:52 PM,4:23:52 PM
OD0885,11/13/2024,Whitefield,Delivered,Credit Card,2:12:45 PM,2:52:45 PM,2:55:45 PM,3:15:45 PM
OD0886,11/13/2024,HSR Layout,Delivered,COD,2:19:14 PM,2:33:14 PM,2:35:14 PM,2:54:14 PM
OD1801,11/27/2024,MG Road,Delivered,Credit Card,10:54:31 PM,11:04:31 PM,11:06:31 PM,11:18:31 PM
OD1004,11/15/2024,Indiranagar,Delivered,UPI,10:00:50 AM,10:25:50 AM,10:27:50 AM,10:40:50 AM
OD1748,11/26/2024,MG Road,Delivered,Online Payment,3:16:55 PM,3:32:55 PM,3:34:55 PM,3:46:55 PM
OD1544,11/23/2024,BTM Layout,Delivered,Credit Card,12:27:50 PM,12:57:50 PM,12:59:50 PM,1:10:50 PM
OD1935,11/29/2024,Brigade Road,Delivered,UPI,6:41:32 PM,7:35:32 PM,7:52:32 PM,8:08:32 PM
OD0812,11/12/2024,Marathahalli,Delivered,Online Payment,4:10:47 PM,4:52:47 PM,4:54:47 PM,5:06:47 PM
OD1670,11/25/2024,Koramangala,Delivered,Online Payment,11:08:34 AM,11:27:34 AM,11:29:34 AM,11:48:34 AM
OD2001,11/30/2024,MG Road,Delivered,UPI,8:41:10 PM,9:37:10 PM,9:40:10 PM,10:09:10 PM
OD1936,11/29/2024,Indiranagar,Delivered,Online Payment,10:39:30 AM,10:52:30 AM,10:54:30 AM,11:04:30 AM
OD1609,11/24/2024,Indiranagar,Delivered,Credit Card,5:28:08 PM,5:46:08 PM,5:48:08 PM,5:58:08 PM
OD1802,11/27/2024,Malleswaram,Delivered,Online Payment,10:33:41 PM,11:03:41 PM,11:04:41 PM,11:16:41 PM
OD1545,11/23/2024,Malleswaram,Delivered,COD,4:10:21 PM,4:43:21 PM,4:45:21 PM,4:59:21 PM
OD0047,11/1/2024,Malleswaram,Delivered,COD,4:07:11 PM,4:20:11 PM,4:22:11 PM,4:37:11 PM
OD1335,11/20/2024,BTM Layout,Delivered,Online Payment,8:30:42 PM,9:07:42 PM,9:15:42 PM,9:47:42 PM
OD1610,11/24/2024,BTM Layout,Delivered,Online Payment,10:14:46 PM,10:26:46 PM,10:29:46 PM,10:43:46 PM
OD1803,11/27/2024,Malleswaram,Delivered,COD,9:51:37 AM,10:18:37 AM,10:20:37 AM,10:32:37 AM
OD0616,11/9/2024,Whitefield,Delivered,COD,9:31:00 AM,9:54:00 AM,9:56:00 AM,10:33:00 AM
OD0473,11/7/2024,Brigade Road,Delivered,UPI,4:00:11 PM,4:35:11 PM,4:38:11 PM,4:51:11 PM
OD0273,11/4/2024,Jayanagar,Delivered,UPI,10:51:25 PM,11:39:25 PM,11:41:25 PM,11:53:25 PM
OD0542,11/8/2024,BTM Layout,Delivered,UPI,4:50:26 PM,5:05:26 PM,5:07:26 PM,5:30:26 PM
OD1671,11/25/2024,Koramangala,Delivered,Online Payment,8:28:43 PM,8:47:43 PM,8:49:43 PM,9:07:43 PM
OD1873,11/28/2024,MG Road,Delivered,COD,1:45:28 PM,1:59:28 PM,2:01:28 PM,2:15:28 PM
OD0543,11/8/2024,Koramangala,Delivered,Online Payment,3:58:08 PM,4:13:08 PM,4:15:08 PM,4:28:08 PM
OD1206,11/18/2024,Whitefield,Delivered,COD,9:29:20 AM,9:58:20 AM,10:05:20 AM,10:25:20 AM
OD1136,11/17/2024,MG Road,Delivered,Credit Card,10:34:40 PM,10:53:40 PM,10:55:40 PM,11:14:40 PM
OD0813,11/12/2024,BTM Layout,Delivered,UPI,3:24:56 PM,3:35:56 PM,3:37:56 PM,3:54:56 PM
OD1416,11/21/2024,BTM Layout,Delivered,Credit Card,1:33:09 PM,1:45:09 PM,1:47:09 PM,1:58:09 PM
OD0887,11/13/2024,Jayanagar,Delivered,Credit Card,5:31:31 PM,5:57:31 PM,5:58:31 PM,6:16:31 PM
OD1611,11/24/2024,Brigade Road,Delivered,Credit Card,10:49:29 PM,10:59:29 PM,11:01:29 PM,11:14:29 PM
OD1417,11/21/2024,Marathahalli,Delivered,Online Payment,4:45:52 PM,5:00:52 PM,5:02:52 PM,5:19:52 PM
OD1005,11/15/2024,Marathahalli,Delivered,UPI,2:10:38 PM,2:40:38 PM,2:42:38 PM,3:01:38 PM
OD0888,11/13/2024,MG Road,Delivered,Credit Card,6:59:16 PM,7:41:16 PM,7:51:16 PM,8:22:16 PM
OD0814,11/12/2024,Marathahalli,Delivered,UPI,9:22:37 AM,10:16:37 AM,10:17:37 AM,10:37:37 AM
OD1546,11/23/2024,MG Road,Delivered,COD,9:51:12 AM,10:25:12 AM,10:27:12 AM,10:41:12 AM
OD1072,11/16/2024,Koramangala,Delivered,Online Payment,9:43:17 AM,10:02:17 AM,10:03:17 AM,10:18:17 AM
OD1336,11/20/2024,Koramangala,Delivered,COD,4:36:31 PM,4:47:31 PM,4:49:31 PM,5:07:31 PM
OD1937,11/29/2024,MG Road,Delivered,Online Payment,9:46:40 PM,10:24:40 PM,10:26:40 PM,11:05:40 PM
OD0395,11/6/2024,Indiranagar,Delivered,Online Payment,11:08:07 AM,11:22:07 AM,11:24:07 AM,11:38:07 AM
OD0126,11/2/2024,Jayanagar,Delivered,UPI,4:16:38 PM,4:40:38 PM,4:42:38 PM,4:56:38 PM
OD0544,11/8/2024,HSR Layout,Delivered,COD,6:09:34 PM,6:19:34 PM,6:21:34 PM,6:50:34 PM
OD1612,11/24/2024,Indiranagar,Delivered,COD,5:58:25 PM,6:47:25 PM,6:50:25 PM,7:03:25 PM
OD0945,11/14/2024,Malleswaram,Delivered,Online Payment,7:54:57 PM,8:05:57 PM,8:07:57 PM,8:40:57 PM
OD0946,11/14/2024,Marathahalli,Delivered,COD,4:33:43 PM,5:00:43 PM,5:01:43 PM,5:21:43 PM
OD1547,11/23/2024,Koramangala,Delivered,COD,11:30:39 PM,12:31:39 AM,12:33:39 AM,12:51:39 AM
OD0048,11/1/2024,Malleswaram,Delivered,UPI,4:59:47 PM,5:09:47 PM,5:11:47 PM,5:24:47 PM
OD1672,11/25/2024,MG Road,Delivered,UPI,6:38:13 PM,7:25:13 PM,7:27:13 PM,7:38:13 PM
OD1613,11/24/2024,BTM Layout,Delivered,Credit Card,5:21:55 PM,5:58:55 PM,5:59:55 PM,6:11:55 PM
OD0947,11/14/2024,Koramangala,Delivered,COD,4:22:22 PM,4:39:22 PM,4:41:22 PM,5:00:22 PM
OD1337,11/20/2024,Whitefield,Delivered,Credit Card,7:54:16 AM,8:17:16 AM,8:35:16 AM,8:50:16 AM
OD0545,11/8/2024,Brigade Road,Delivered,UPI,12:58:40 PM,1:08:40 PM,1:10:40 PM,1:28:40 PM
OD0328,11/17/2024,Koramangala,Delivered,COD,11:21:27 AM,11:31:27 AM,11:33:27 AM,11:46:27 AM
OD1338,11/20/2024,BTM Layout,Delivered,Online Payment,9:22:56 AM,10:32:56 AM,10:33:56 AM,10:47:56 AM
OD1804,11/27/2024,HSR Layout,Delivered,Credit Card,9:15:19 PM,9:39:19 PM,9:41:19 PM,10:24:19 PM
OD1673,11/25/2024,MG Road,Delivered,UPI,11:44:35 AM,11:59:35 AM,12:01:35 PM,12:14:35 PM
OD1207,11/18/2024,BTM Layout,Delivered,Online Payment,10:58:07 PM,11:21:07 PM,11:23:07 PM,11:36:07 PM
OD0206,11/3/2024,Whitefield,Delivered,UPI,2:00:21 PM,2:22:21 PM,2:24:21 PM,2:36:21 PM
OD1674,11/25/2024,Koramangala,Delivered,Online Payment,3:27:00 PM,3:37:00 PM,3:38:00 PM,4:01:00 PM
OD0127,11/2/2024,HSR Layout,Delivered,Online Payment,2:50:09 PM,3:12:09 PM,3:13:09 PM,3:28:09 PM
OD1208,11/18/2024,Indiranagar,Delivered,COD,9:00:23 AM,9:16:23 AM,9:26:23 AM,9:39:23 AM
OD0474,11/7/2024,BTM Layout,Delivered,COD,7:48:51 PM,8:09:51 PM,8:10:51 PM,8:50:51 PM
OD1209,11/18/2024,Marathahalli,Delivered,Credit Card,10:57:27 AM,11:54:27 AM,11:56:27 AM,12:07:27 PM
OD1874,11/28/2024,BTM Layout,Delivered,Credit Card,3:38:18 PM,3:59:18 PM,4:01:18 PM,4:17:18 PM
OD0329,11/5/2024,Malleswaram,Delivered,Credit Card,1:17:04 PM,1:28:04 PM,1:30:04 PM,1:42:04 PM
OD1675,11/25/2024,Whitefield,Delivered,COD,11:11:49 AM,11:45:49 AM,11:47:49 AM,12:02:49 PM
OD1339,11/20/2024,HSR Layout,Delivered,Credit Card,11:00:34 PM,11:17:34 PM,11:19:34 PM,11:40:34 PM
OD1210,11/18/2024,Malleswaram,Delivered,Online Payment,11:47:36 AM,12:20:36 PM,12:24:36 PM,12:37:36 PM
OD0681,11/10/2024,Marathahalli,Delivered,Credit Card,12:39:58 PM,1:21:58 PM,1:23:58 PM,1:45:58 PM
OD1340,11/20/2024,Malleswaram,Delivered,Online Payment,6:55:59 PM,7:10:59 PM,7:12:59 PM,7:41:59 PM
OD0128,11/2/2024,Whitefield,Delivered,Credit Card,9:43:19 PM,9:55:19 PM,9:57:19 PM,10:31:19 PM
OD1352,11/16/2024,Jayanagar,Cancelled,Not Required,NA,NA,NA,NA
OD0546,11/8/2024,MG Road,Delivered,Online Payment,9:28:17 AM,10:24:17 AM,10:26:17 AM,11:01:17 AM
OD0475,11/7/2024,Marathahalli,Delivered,UPI,3:27:58 PM,3:47:58 PM,3:49:58 PM,4:09:58 PM
OD1938,11/29/2024,HSR Layout,Delivered,COD,6:46:05 PM,7:07:05 PM,7:09:05 PM,7:31:05 PM
OD0330,11/5/2024,HSR Layout,Delivered,Online Payment,11:08:23 PM,11:20:23 PM,11:22:23 PM,11:48:23 PM
OD0331,11/5/2024,Whitefield,Delivered,Credit Card,9:26:31 PM,9:37:31 PM,9:39:31 PM,10:17:31 PM
OD0049,11/1/2024,BTM Layout,Delivered,Online Payment,11:33:51 AM,12:01:51 PM,12:03:51 PM,12:14:51 PM
OD0476,11/7/2024,Malleswaram,Delivered,Credit Card,9:34:26 PM,10:17:26 PM,10:19:26 PM,10:34:26 PM
OD1939,11/29/2024,HSR Layout,Delivered,Online Payment,8:52:29 AM,9:10:29 AM,9:15:29 AM,9:31:29 AM
OD0050,11/1/2024,HSR Layout,Delivered,COD,1:46:33 PM,1:59:33 PM,2:01:33 PM,2:23:33 PM
OD2002,11/30/2024,MG Road,Delivered,UPI,8:24:50 AM,9:35:50 AM,9:37:50 AM,9:54:50 AM
OD1805,11/27/2024,Malleswaram,Delivered,Online Payment,8:01:38 AM,8:45:38 AM,8:47:38 AM,8:59:38 AM
OD1875,11/28/2024,HSR Layout,Delivered,COD,6:50:06 PM,7:03:06 PM,7:05:06 PM,7:40:06 PM
OD0396,11/6/2024,Brigade Road,Delivered,COD,12:19:02 PM,12:38:02 PM,12:40:02 PM,12:53:02 PM
